Recency,Frequency,Monetary_Total,Monetary_Average,Total_Quantity,Average_Basket_Size,Average_Order_Value,Unique_Products,Average_Purchase_Gap,Customer_Lifespan_Days,Return_Rate,Price_Sensitivity,Predicted_CLV,Engagement_Score,Country_Austria,Country_Bahrain,Country_Belgium,Country_Brazil,Country_Canada,Country_Channel Islands,Country_Cyprus,Country_Czech Republic,Country_Denmark,Country_EIRE,Country_European Community,Country_Finland,Country_France,Country_Germany,Country_Greece,Country_Iceland,Country_Israel,Country_Italy,Country_Japan,Country_Korea,Country_Lebanon,Country_Lithuania,Country_Malta,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_RSA,Country_Saudi Arabia,Country_Singapore,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_USA,Country_United Arab Emirates,Country_United Kingdom,Country_Unspecified,Country_West Indies,Churn
-1.1245290040708824,-0.2590590337382479,-0.17717395857336285,0.010737114192172631,-0.16503471246180498,-0.09479812698137804,-0.370787763869358,-0.620007653483452,1.1949144412382082,0.3340408844783772,-0.31202941673102075,-0.03045927919955408,-0.1484493893870465,0.9935069293067605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
-0.8890131235019635,-0.0955486211432379,-0.15418331569801635,0.05143434041868773,-0.15732019582149714,-0.0535839570311399,-0.3288776500606812,-0.6100121862993861,0.0005319763369346461,0.031206345243660828,0.8357959785208778,-0.030333710470661485,-0.1452634769599801,0.7980577125818921,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
-0.798962933872671,0.1497169977492771,0.14483994442639098,-0.014270613721652795,0.058947779145776896,-0.16740770907900998,0.36672683695417724,3.678043235664839,0.14327796653988803,1.1722436270030387,-0.2618723406359798,-0.03044129039916775,-0.13107658910456954,0.775167117189617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1.0297486093683457,-0.3408142400357529,-0.10818513944331629,1.0591735438203693,-0.13326136426528287,1.757329012965111,0.3946716302638554,-0.6799804565878467,-0.2804991918751297,-0.8502584743145316,-0.31202941673102075,-0.03048273510708098,-0.08578537646521787,-1.0103521961733732,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
-0.7435474325623372,0.31322741034428714,0.7385669405188637,0.20731395855791726,0.6435512350579184,0.4985996749655761,1.4000970190340154,-0.3001527035933466,0.06645286764593739,1.5453790414172428,-0.08363558808395928,-0.03046612510561387,-0.10544738652488057,0.8027981160636966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
-0.902866998829547,-0.0955486211432379,-0.04775713892318338,0.011879071064683434,-0.042256218813515795,-0.07462440347419114,0.10370612436285849,0.10966145095335088,-0.02679049835034939,-0.006647972160678722,-0.31202941673102075,-0.030448070158802062,-0.13217161259349716,0.8213378565233118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
-1.0275518767777982,0.4767378229392971,0.024066617958370402,0.009368293450388076,0.05227929866008707,-0.06646774366110014,-0.12660167033434422,0.2096161227940088,-0.015080866341513375,1.8049515036184283,-0.10478316481053905,-0.03046616117662828,-0.14060474988333724,1.0175057705756336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
-1.1037481910795073,0.7220034418318122,0.642910682483294,0.07423303781916901,0.5515000534515334,0.10056370841374235,0.6372506836405399,0.6094348101566405,-0.2370062729851674,1.4967092047545205,-0.2381594655514431,-0.030366198681286413,-0.1092473524654274,1.18027184395177,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0.42017809495467345,-0.42256944633325794,-0.1378626439576836,0.006726656351342037,-0.09638858981499793,-0.030519942152462638,0.6858358707544151,-0.280161769225215,-0.7488844722285704,-1.0124912631902725,-0.31202941673102075,-0.030479344439998623,1.1727992766873019,-0.4577860200236346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
0.36476259364433966,-0.3408142400357529,-0.1470910819628252,0.012016979132768876,-0.14332946225348123,-0.09824310159312384,-0.0006747021098523735,-0.40010737543400454,-0.45224046133805795,-0.9097438302356365,-0.31202941673102075,-0.030473124665194275,-0.09449145591602358,-0.39675702087173564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
