Customer ID,Recency,Frequency,Monetary_Total,Monetary_Average,Total_Quantity,Average_Basket_Size,Average_Order_Value,Unique_Products,Average_Purchase_Gap,Customer_Lifespan_Days,Country,Return_Rate,Price_Sensitivity,Historical_Revenue,Predicted_CLV,Engagement_Score,Churn,Future_CLV,ML_Predicted_CLV
12346,133,17,-51.74000000000524,-1.1008510638298987,53,1.127659574468085,-3.043529411765014,30,24.5625,400,United Kingdom,27.659574468085108,603.3887382978722,-51.74000000000524,-47.0950124688327,28.875689859528165,1,0.0,169.97977112216495
12347,54,4,2434.96,19.636774193548387,1626,13.112903225806452,608.74,90,52.0,157,Iceland,0.0,4.601746413585103,2434.96,5625.065822784811,32.61052096198418,0,2261.75,1563.2361810757986
12348,56,4,1709.4,35.612500000000004,2497,52.020833333333336,427.35,25,63.0,189,Finland,0.0,92.6714659574468,1709.4,3283.847368421053,32.42848748373415,1,310.0,662.112092283138
12349,215,4,2646.99,24.73822429906542,988,9.233644859813085,661.7475,92,108.66666666666669,327,Italy,4.672897196261682,935.3264287779932,2646.99,2945.5833841463414,22.798975424650006,1,1757.55,1127.0102938306397
12350,118,1,334.4,19.670588235294115,197,11.588235294117649,334.4,17,0.0,0,Norway,0.0,87.13757352941178,334.4,122056.0,28.23129725597506,1,0.0,140.7557610990112
12351,183,1,300.93,14.33,261,12.428571428571429,300.93,21,0.0,0,Unspecified,0.0,7.48434619047619,300.93,109839.45,24.26027856884141,1,0.0,114.98264847269289
12352,70,10,944.98,14.317878787878788,376,5.696969696969697,94.498,38,14.333333333333334,130,Norway,15.151515151515152,6988.804676200468,944.98,2632.959541984733,32.107658249775376,1,944.23,638.0817203947314
12353,12,2,406.76,16.948333333333334,212,8.833333333333334,203.38,23,204.0,204,Bahrain,0.0,6.435005797101448,406.76,724.2312195121951,34.808083360291384,1,0.0,132.00259751322804
12354,40,1,1079.4,18.610344827586207,530,9.137931034482758,1079.4,58,0.0,0,Spain,0.0,18.859960798548094,1079.4,366939.9750000006,33.054741174299245,1,0.0,896.0266189655695
12355,22,2,947.61,27.074571428571428,543,15.514285714285714,473.805,35,353.0,353,Bahrain,0.0,8.306593781512603,947.61,977.0555084745764,34.24225852529339,1,0.0,311.47519848811567
12356,53,5,6313.38,45.09557142857143,3411,24.364285714285717,1262.676,104,44.25,179,Portugal,0.0,17.01264069886947,6313.38,12802.131666666668,33.09144222877124,1,58.349999999999994,1722.518157272785
12357,196,2,12079.99,73.2120606060606,3879,23.509090909090908,6039.995,165,0.0,0,Switzerland,0.0,4352.686082867701,12079.99,366939.9750000006,24.539114713509605,1,6207.67,4992.950798750168
12358,183,3,2719.01,46.879482758620696,831,14.327586206896552,906.3366666666668,52,177.5,356,Austria,0.0,31.26129452510587,2719.01,2779.940196078432,24.65902395115329,0,484.86,671.6460739443393
12359,48,11,4819.97,22.00899543378996,1519,6.936073059360731,438.1790909090909,192,49.0,494,Cyprus,2.73972602739726,370.1572345481964,4819.97,3554.119292929293,33.870347470685495,0,3923.62,2515.1426538388205
12360,8,7,2634.41,19.659776119402984,1727,12.888059701492535,376.3442857142857,108,75.33333333333333,455,Austria,0.7462686567164178,57.57700561665357,2634.41,2108.683442982456,35.73380638028611,0,1578.48,1117.4410122729548
12361,95,4,511.25,17.629310344827587,235,8.10344827586207,127.8125,18,131.0,394,Belgium,0.0,20.779913793103447,511.25,472.4208860759494,29.948564444709376,1,0.0,169.20464456324484
12362,33,4,1099.44,18.634576271186443,503,8.525423728813559,274.86,52,170.66666666666666,512,Belgium,3.389830508474576,281.34335523085906,1099.44,782.2526315789474,33.78225442634248,0,3704.95,1855.4722317149012
12363,50,1,299.1,18.69375,282,17.625,299.1,16,0.0,0,Unspecified,0.0,8.047625,299.1,109171.5,32.37978552520256,0,252.9,436.0194886571508
12365,99,3,320.69,13.94304347826087,173,7.521739130434782,106.89666666666666,22,0.0,0,Cyprus,4.3478260869565215,8399.359817786562,320.69,117051.85,29.58912090536669,1,0.0,146.01525000993544
12366,441,1,500.24,166.74666666666667,296,98.66666666666669,500.24,3,0.0,0,Cyprus,0.0,0.0,500.24,182587.6,8.525826400832988,1,0.0,173.70227888339411
12368,436,1,917.7,50.98333333333333,330,18.33333333333333,917.7,18,0.0,0,Cyprus,0.0,16.914779411764705,917.7,334960.5,8.86556011043075,1,0.0,70.08252544539766
12369,221,3,1791.15,19.25967741935484,1241,13.344086021505376,597.0500000000001,90,113.5,228,Austria,0.0,49.04570970079477,1791.15,2854.8897379912664,22.262477709539123,1,0.0,476.3582088365026
12370,82,6,3577.28,20.67791907514451,2224,12.855491329479769,596.2133333333334,150,78.6,394,Cyprus,0.0,35.2615500470493,3577.28,3305.587848101266,31.19448316617804,1,739.28,979.8522894615033
12371,217,3,2179.42,20.95596153846154,845,8.125,726.4733333333334,91,117.5,235,Switzerland,0.0,41.72008385922332,2179.42,3370.7131355932206,22.538750179595706,1,1887.96,801.3808705200414
12372,20,2,914.92,23.45948717948718,592,15.17948717948718,457.46,32,83.0,83,Denmark,0.0,15.951325641025637,914.92,3975.545238095239,34.361658358771564,1,383.12,607.0517568926306
12373,119,3,1127.65,22.11078431372549,516,10.117647058823527,375.8833333333334,36,180.5,362,Austria,0.0,83.39273137254902,1127.65,1133.8629476584024,28.43477691612952,1,0.0,177.83768614556712
12374,229,3,2246.29,44.9258,1020,20.4,748.7633333333333,47,83.0,166,Austria,0.0,30.53903432653061,2246.29,4909.5559880239525,21.811673102551705,1,742.9300000000001,455.67102861316573
12376,197,2,503.15,38.70384615384615,240,18.46153846153846,251.575,11,28.0,28,Switzerland,0.0,202.95689102564103,503.15,6332.749999999999,23.521784159033132,1,0.0,178.69303350678135
12377,123,4,3426.32,22.54157894736842,2105,13.848684210526317,856.58,129,91.0,274,Switzerland,0.0,22.59866880446149,3426.32,4547.6610909090905,28.479955955044016,1,0.0,823.0209968082619
12378,370,1,1407.7,17.167073170731708,787,9.597560975609756,1407.7,82,0.0,0,Switzerland,0.0,48.91687342667872,1407.7,366939.9750000006,12.935339558050911,0,4008.62,431.5960863018397
12379,230,2,767.98,18.73121951219512,408,9.951219512195122,383.99,37,112.0,112,Belgium,0.0,10.455630975609756,767.98,2480.643362831858,21.52900786893757,0,850.29,260.8218432234748
12380,189,10,5167.44,29.030561797752807,2199,12.353932584269662,516.7439999999999,119,31.0,281,Belgium,2.808988764044944,25596.441036031225,5167.44,6688.353191489362,25.19148840282452,0,2720.56,1563.918433535018
12382,490,1,-18.38,-18.38,-1,-1.0,-18.38,1,0.0,0,Netherlands,100.0,0.0,-18.38,-6708.7,5.4915338962226246,1,0.0,8.526857300986054
12383,46,5,1739.86,18.31431578947368,1509,15.884210526315789,347.972,82,28.0,113,Belgium,1.0526315789473684,13.803775856662932,1739.86,5570.604385964912,33.141006665964106,0,99.45,912.7738159222014
12385,187,2,1923.4,29.142424242424244,611,9.257575757575758,961.7,65,0.0,0,Belgium,1.5151515151515151,12.355725524475524,1923.4,366939.9750000006,24.24960153047964,1,0.0,404.80556713823023
12386,145,2,401.9,40.19,354,35.4,200.95,10,29.0,29,Australia,0.0,4.831476666666667,401.9,4889.783333333333,26.68802379056589,1,0.0,146.96009758167455
12387,223,1,143.94,15.993333333333332,134,14.88888888888889,143.94,9,0.0,0,Australia,0.0,28.546919444444445,143.94,52538.1,21.80530829842785,1,0.0,32.44788756173567
12388,83,5,1886.7,23.292592592592595,870,10.74074074074074,377.34,52,76.25,307,Australia,0.0,2.8557025000000005,1886.7,2235.862012987013,30.89428381614357,0,2014.41,1152.4633193440618
12389,210,3,1433.33,29.251632653061225,614,12.53061224489796,477.7766666666666,41,126.0,253,Australia,0.0,3.588912499999999,1433.33,2059.7064960629923,22.90447141337167,1,0.0,174.14601664019202
12391,272,6,2259.58,12.55322222222222,903,5.016666666666667,376.5966666666666,159,39.6,198,Cyprus,3.333333333333333,76.63138021104909,2259.58,4144.455778894472,19.48612573255385,1,439.66,501.7752928564139
12392,399,1,234.75000000000003,33.53571428571429,73,10.428571428571429,234.75000000000003,7,0.0,0,Australia,0.0,10.521428571428569,234.75000000000003,85683.75000000001,11.067998722468715,1,0.0,45.17900628330821
12393,53,6,1855.25,21.32471264367816,1011,11.620689655172416,309.2083333333333,53,36.0,182,Australia,5.747126436781609,4.430136995455756,1855.25,3700.362021857923,32.82269027417485,1,521.5,720.8858425920192
12394,25,1,381.08,18.146666666666665,182,8.666666666666666,381.08,21,0.0,0,Belgium,0.0,11.522296190476188,381.08,139094.19999999998,33.912808836747054,1,891.4,600.7851720865664
12395,19,11,3254.46,19.48778443113773,2574,15.41317365269461,295.86,117,38.7,390,Belgium,1.1976047904191618,16.384136627948923,3254.46,3038.050895140665,35.511483583733,0,1446.3600000000001,1317.1112466960903
12396,482,1,931.43,14.329692307692309,591,9.092307692307692,931.43,65,0.0,0,RSA,0.0,4.726146490384612,931.43,339971.94999999995,6.058391439869737,1,0.0,137.65944058579697
12399,21,5,1622.6,17.44731182795699,1878,20.193548387096776,324.52000000000004,55,107.5,431,Belgium,0.0,10.569144553529684,1622.6,1370.9467592592594,34.6575721768039,0,339.7,802.8089206115303
12400,222,1,205.25,18.65909090909091,91,8.272727272727273,205.25,11,0.0,0,Australia,0.0,1.9425454545454544,205.25,74916.25,21.871422742941103,1,0.0,67.19211260700628
12401,111,1,84.3,16.86,11,2.2,84.3,5,0.0,0,Belgium,0.0,22.1045,84.3,30769.5,28.637988699405355,1,0.0,78.27611994493321
12402,131,7,1244.15,17.52323943661972,583,8.211267605633802,177.7357142857143,43,57.333333333333336,347,Belgium,1.4084507042253522,16.008890342052318,1244.15,1304.9274425287356,28.10980937098944,1,0.0,269.18176132199125
12403,329,1,591.6600000000001,147.91500000000002,164,41.0,591.6600000000001,4,0.0,0,Denmark,0.0,52.518825,591.6600000000001,215955.9,15.370984795057092,1,409.7,530.5124027982746
12404,490,1,63.24,63.24,1,1.0,63.24,1,0.0,0,Finland,0.0,0.0,63.24,23082.6,5.498275944473569,1,0.0,13.861599000981393
12406,196,4,2791.46,45.02354838709677,1574,25.387096774193548,697.865,44,102.66666666666669,308,Denmark,1.6129032258064515,3.637261475409836,2791.46,3297.355663430421,23.97086022477286,0,3280.75,949.761472882519
12407,43,2,495.96,18.36888888888889,419,15.51851851851852,247.98,23,28.0,28,Belgium,0.0,17.281548717948716,495.96,6242.255172413793,32.92289964593092,0,1212.16,509.5705383096652
12408,53,9,2245.33,22.68010101010101,1135,11.464646464646464,249.4811111111111,66,31.25,253,Belgium,9.090909090909092,22.78631020408164,2245.33,3226.5568897637795,33.15341947395684,0,2034.31,1412.1854307821216
12409,228,6,12033.54,76.16164556962025,7484,47.36708860759494,2005.59,125,35.75,144,Switzerland,1.89873417721519,16.63516752801741,12033.54,30291.3248275862,22.979685805705827,0,8082.899500000067,5170.734299872968
12410,109,4,1001.46,23.844285714285714,339,8.071428571428571,250.365,36,66.66666666666667,201,Switzerland,4.761904761904762,69.86843902439026,1001.46,1809.568811881188,29.134356354932503,1,0.0,216.8019425637747
12411,217,1,346.9,15.768181818181818,138,6.2727272727272725,346.9,22,0.0,0,Australia,0.0,6.859025974025974,346.9,126618.5,22.18837374820055,1,0.0,45.46316205793716
12412,210,5,1354.15,19.345,1162,16.6,270.83000000000004,50,33.75,137,Denmark,5.714285714285714,13.489332525879918,1354.15,3581.628623188406,23.09693589130774,0,1226.88,960.4142165708952
12413,44,5,741.3,17.23953488372093,234,5.441860465116279,148.26,37,41.25,166,France,4.651162790697675,43.143220265780734,741.3,1620.2065868263471,33.18062284170963,1,194.20000000000002,327.7977773826771
12414,25,8,692.41,18.713783783783786,301,8.135135135135135,86.55125,21,35.0,246,Austria,24.324324324324326,1335.0035503002998,692.41,1023.196963562753,34.63504300883414,1,0.0,216.8221604983044
